mapping_type	predicate	biolink_predicate	object_aspect_qualifier	object direction qualifier	qualified_predicate
narrow	BSPO:0000104	biolink:coexists_with			
narrow	UBERON:anastomoses_with	biolink:coexists_with			
narrow	FMA:has_venous_drainage	biolink:coexists_with			
narrow	FMA:receives_drainage_from	biolink:coexists_with			
narrow	FMA:superolateral_to	biolink:coexists_with			
narrow	UBERON:existence_starts_and_ends_during	biolink:coexists_with			
narrow	UBERON_CORE:extends_fibers_into	biolink:coexists_with			
narrow	FMA:has_primary_segmental_supply	biolink:coexists_with			
narrow	FMA:posterolateral_to	biolink:coexists_with			
narrow	FMA:left_lateral_to	biolink:coexists_with			
narrow	FMA:forms	biolink:coexists_with			
narrow	FMA:lateral_to	biolink:coexists_with			
narrow	FMA:venous_drainage_of	biolink:coexists_with			
narrow	FMA:posterior_to	biolink:coexists_with			
narrow	ENVO:01001307	biolink:coexists_with			
narrow	FMA:has_lymphatic_drainage	biolink:coexists_with			
narrow	FMA:inferomedial_to	biolink:coexists_with			
narrow	FMA:efferent_to	biolink:coexists_with			
narrow	BSPO:0015009	biolink:coexists_with			
narrow	RO:0002220	biolink:coexists_with			
narrow	FMA:has_developmental_stage	biolink:coexists_with			
narrow	FMA:adjacent_to	biolink:coexists_with			
narrow	UBERON_CORE:channels_from	biolink:coexists_with			
narrow	UBERON:posteriorly_connected_to	biolink:coexists_with			
narrow	FMA:nerve_supply_of	biolink:coexists_with			
narrow	BSPO:0000096	biolink:coexists_with			
narrow	FMA:has_insertion	biolink:coexists_with			
narrow	FMA:medial_to	biolink:coexists_with			
narrow	FMA:superomedial_to	biolink:coexists_with			
narrow	FMA:receives_attachment_from	biolink:coexists_with			
narrow	FMA:articulates_with	biolink:coexists_with			
narrow	FMA:origin_of	biolink:coexists_with			
narrow	FMA:primary_segmental_supply_of	biolink:coexists_with			
narrow	FMA:surrounded_by	biolink:coexists_with			
narrow	FMA:posteroinferior_to	biolink:coexists_with			
narrow	FMA:attaches_to	biolink:coexists_with			
narrow	FMA:formed_by	biolink:coexists_with			
narrow	BSPO:0000100	biolink:coexists_with			
narrow	FMA:has_projection	biolink:coexists_with			
narrow	FMA:secondary_segmental_supply_of	biolink:coexists_with			
narrow	BSPO:0015002	biolink:coexists_with			
narrow	FMA:continuous_proximally_with	biolink:coexists_with			
narrow	FMA:segmental_supply_of	biolink:coexists_with			
narrow	FMA:surrounds	biolink:coexists_with			
narrow	FMA:lymphatic_drainage_of	biolink:coexists_with			
narrow	BSPO:0015014	biolink:coexists_with			
narrow	UBERON_CORE:anteriorly_connected_to	biolink:coexists_with			
narrow	UBERON_CORE:distally_connected_to	biolink:coexists_with			
narrow	FMA:has_observed_anatomical_entity	biolink:coexists_with			
narrow	FMA:has_nerve_supply	biolink:coexists_with			
narrow	FMA:inferior_to	biolink:coexists_with			
narrow	LOINC:has_lateral_location_presence	biolink:coexists_with			
narrow	FMA:has_germ_origin	biolink:coexists_with			
narrow	FMA:continuation_branch_of	biolink:coexists_with			
narrow	FMA:direct_cell_shape_of	biolink:coexists_with			
narrow	FMA:has_fusion	biolink:coexists_with			
narrow	FMA:branch_of	biolink:coexists_with			
narrow	UBERON_CORE:channels_into	biolink:coexists_with			
narrow	FMA:has_connection_type	biolink:coexists_with			
narrow	FMA:matures_into	biolink:coexists_with			
narrow	FMA:anterolateral_to	biolink:coexists_with			
narrow	UBERON_CORE:proximally_connected_to	biolink:coexists_with			
narrow	FMA:has_branch	biolink:coexists_with			
narrow	BSPO:0015003	biolink:coexists_with			
narrow	FMA:direct_right_of	biolink:coexists_with			
narrow	FMA:posteromedial_to	biolink:coexists_with			
narrow	FMA:right_lateral_to	biolink:coexists_with			
narrow	FMA:has_development_type	biolink:coexists_with			
narrow	UBERON_NONAMESPACE:subdivision_of	biolink:coexists_with			
narrow	FMA:has_arterial_supply	biolink:coexists_with			
narrow	FMA:anteromedial_to	biolink:coexists_with			
narrow	BSPO:0000097	biolink:coexists_with			
narrow	FMA:has_inherent_3d_shape	biolink:coexists_with			
narrow	FMA:fuses_with	biolink:coexists_with			
narrow	FMA:has_secondary_segmental_supply	biolink:coexists_with			
narrow	UBERON_CORE:transitively_proximally_connected_to	biolink:coexists_with			
narrow	FMA:tributary_of	biolink:coexists_with			
narrow	BSPO:0000098	biolink:coexists_with			
narrow	UBERON:channel_for	biolink:coexists_with			
narrow	FMA:arterial_supply_of	biolink:coexists_with			
narrow	FMA:developmental_stage_of	biolink:coexists_with			
narrow	BSPO:0015001	biolink:coexists_with			
narrow	RO:0002219	biolink:coexists_with			
narrow	FMA:fusion_of	biolink:coexists_with			
narrow	FMA:has_origin	biolink:coexists_with			
narrow	UBERON:distally_connected_to	biolink:coexists_with			
narrow	FMA:internal_to	biolink:coexists_with			
narrow	UBERON_CORE:posteriorly_connected_to	biolink:coexists_with			
narrow	UBERON:extends_fibers_into	biolink:coexists_with			
narrow	FMA:inherent_3d_shape_of	biolink:coexists_with			
narrow	UBERON_CORE:channel_for	biolink:coexists_with			
narrow	UBERON:anteriorly_connected_to	biolink:coexists_with			
narrow	BSPO:0000113	biolink:coexists_with			
narrow	BSPO:0000102	biolink:coexists_with			
narrow	FMA:has_regional_part	biolink:coexists_with			
narrow	FMA:distal_to	biolink:coexists_with			
narrow	FMA:inferolateral_to	biolink:coexists_with			
narrow	RO:0002221	biolink:coexists_with			
narrow	FMA:receives_input_from	biolink:coexists_with			
narrow	UBERON:channels_from	biolink:coexists_with			
narrow	FMA:has_continuation_branch	biolink:coexists_with			
narrow	BSPO:parallel_to	biolink:coexists_with			
narrow	LOINC:has_lateral_anatomic_location	biolink:coexists_with			
narrow	FMA:germ_origin_of	biolink:coexists_with			
narrow	FMA:right_medial_to	biolink:coexists_with			
narrow	BSPO:0015012	biolink:coexists_with			
narrow	UBERON_CORE:transitively_anteriorly_connected_to	biolink:coexists_with			
narrow	FMA:continuous_distally_with	biolink:coexists_with			
narrow	FMA:related_part	biolink:coexists_with			
narrow	FMA:corresponds_to	biolink:coexists_with			
narrow	FMA:projects_from	biolink:coexists_with			
narrow	FMA:has_tributary	biolink:coexists_with			
narrow	UBERON_CORE:transitively_distally_connected_to	biolink:coexists_with			
narrow	UBERON:in_central_side_of	biolink:coexists_with			
narrow	BSPO:0015006	biolink:coexists_with			
narrow	BSPO:0015007	biolink:coexists_with			
narrow	UBERON_CORE:conduit_for	biolink:coexists_with			
broad	SIO:010285	biolink:in_complex_with			
exact	RO:0002325	biolink:colocalizes_with			
exact	WIKIDATA_PROPERTY:P2293	biolink:genetically_associated_with			
broad	GENO:0000840	biolink:gene_associated_with_condition			
broad	GENO:0000841	biolink:gene_associated_with_condition			
narrow	NCIT:R38	biolink:gene_associated_with_condition			
narrow	NCIT:R175	biolink:gene_associated_with_condition			
narrow	NCIT:R48	biolink:gene_associated_with_condition			
narrow	NCIT:R176	biolink:condition_associated_with_gene			
exact	SEMMEDDB:PREDISPOSES	biolink:predisposes			
exact	RO:0002326	biolink:contributes_to			
close	IDO:0000664	biolink:contributes_to			
narrow	CTD:marker_mechanism	biolink:contributes_to			
narrow	MONDO:predisposes_towards	biolink:contributes_to			
narrow	RO:0002255	biolink:contributes_to			
narrow	RO:0003304	biolink:contributes_to			
exact	SEMMEDDB:CAUSES	biolink:causes			
exact	WIKIDATA_PROPERTY:P1542	biolink:causes			
exact	SNOMED:cause_of	biolink:causes			
exact	RO:0003303	biolink:causes			
broad	RO:0002410	biolink:causes			
broad	RO:0002506	biolink:causes			
narrow	NCIT:disease_has_normal_tissue_origin	biolink:causes			
narrow	SNOMED:has_realization	biolink:causes			
narrow	RO:0002507	biolink:causes			
narrow	NCIT:allele_has_abnormality	biolink:causes			
narrow	NCIT:chemical_or_drug_initiates_biological_process	biolink:causes			
narrow	MONDO:disease_causes_feature	biolink:causes			
narrow	orphanet:317343	biolink:causes			
narrow	UMLS:has_physiologic_effect	biolink:causes			
narrow	RO:0002315	biolink:causes			
narrow	RO:0002509	biolink:causes			
narrow	MONDO:disease_triggers	biolink:causes			
narrow	NCIT:chemical_or_drug_has_physiologic_effect	biolink:causes			
narrow	NBO-PROPERTY:in_response_to	biolink:causes			
narrow	orphanet:410296	biolink:causes			
narrow	NCIT:chromosome_mapped_to_disease	biolink:causes			
narrow	orphanet:317344	biolink:causes			
narrow	RO:0004001	biolink:causes			
narrow	NCIT:biological_process_has_result_biological_process	biolink:causes			
narrow	GOREL:0000040	biolink:causes			
narrow	NCIT:process_initiates_biological_process	biolink:causes			
narrow	orphanet:410295	biolink:causes			
narrow	SNOMED:causative_agent_of	biolink:causes			
narrow	orphanet:317346	biolink:causes			
narrow	RO:0002256	biolink:causes			
exact	WIKIDATA_PROPERTY:P828	biolink:caused_by			
narrow	RO:0002608	biolink:caused_by			
narrow	RO:0004028	biolink:caused_by			
narrow	RO:0009501	biolink:caused_by			
narrow	RO:0004020	biolink:caused_by			
narrow	RO:0004019	biolink:caused_by			
narrow	RO:0001022	biolink:caused_by			
exact	RO:0003307	biolink:ameliorates			
exact	RO:0003309	biolink:exacerbates			
broad	SEMMEDDB:COMPLICATES	biolink:exacerbates			
exact	DRUGBANK:treats	biolink:treats			
exact	SEMMEDDB:TREATS	biolink:treats			
exact	WIKIDATA_PROPERTY:P2175	biolink:treats			
narrow	REPODB:clinically_tested_terminated_phase_0	biolink:treats			
narrow	REPODB:clinically_tested_suspended_phase_3	biolink:treats			
narrow	REPODB:clinically_tested_suspended_phase_1	biolink:treats			
narrow	REPODB:clinically_tested_terminated_phase_1_or_phase_2	biolink:treats			
narrow	SNOMED:plays_role	biolink:treats			
narrow	REPODB:clinically_tested_withdrawn_phase_3	biolink:treats			
narrow	REPODB:clinically_tested_suspended_phase_2_or_phase_3	biolink:treats			
narrow	REPODB:clinically_tested_withdrawn_phase_2_or_phase_3	biolink:treats			
narrow	REPODB:clinically_tested_suspended_phase_0	biolink:treats			
narrow	REPODB:clinically_tested_withdrawn_phase_1	biolink:treats			
narrow	REPODB:clinically_tested_withdrawn_phase_0	biolink:treats			
narrow	REPODB:clinically_tested_terminated_phase_1	biolink:treats			
narrow	REPODB:clinically_tested_suspended_phase_2	biolink:treats			
narrow	REPODB:clinically_tested_withdrawn_phase_2	biolink:treats			
narrow	REPODB:clinically_tested_terminated_phase_3	biolink:treats			
narrow	REPODB:clinically_tested_approved_unknown_phase	biolink:treats			
narrow	REPODB:clinically_tested_terminated_phase_2_or_phase_3	biolink:treats			
narrow	REPODB:clinically_tested_terminated_phase_2	biolink:treats			
narrow	REPODB:clinically_tested_withdrawn_phase_1_or_phase_2	biolink:treats			
narrow	NCIT:regimen_has_accepted_use_for_disease	biolink:treats			
narrow	RO:0002606	biolink:treats			
narrow	REPODB:clinically_tested_suspended_phase_1_or_phase_2	biolink:treats			
exact	WIKIDATA_PROPERTY:P2176	biolink:treated_by			
exact	MONDO:disease_responds_to	biolink:treated_by			
narrow	RO:0002302	biolink:treated_by			
exact	SEMMEDDB:PREVENTS	biolink:prevents			
narrow	RO:0002599	biolink:prevents			
exact	RO:0002610	biolink:correlated_with			
exact	PATO:correlates_with	biolink:correlated_with			
exact	CTD:positive_correlation	biolink:positively_correlated_with			
exact	CTD:negative_correlation	biolink:negatively_correlated_with			
narrow	NCIT:disease_has_molecular_abnormality	biolink:has_biomarker			
narrow	NCIT:disease_is_marked_by_gene	biolink:has_biomarker			
exact	NCIT:R39	biolink:biomarker_for			
broad	RO:0002607	biolink:biomarker_for			
narrow	NCIT:R47	biolink:biomarker_for			
narrow	NCIT:genetic_biomarker_related_to	biolink:biomarker_for			
narrow	NCIT:is_molecular_abnormality_of_disease	biolink:biomarker_for			
narrow	orphanet:465410	biolink:biomarker_for			
exact	RO:0002206	biolink:expressed_in			
narrow	NCIT:R49	biolink:expressed_in			
narrow	NCIT:R46	biolink:expressed_in			
exact	RO:0002292	biolink:expresses			
exact	RO:0002200	biolink:has_phenotype			
broad	NCIT:R115	biolink:has_phenotype			
broad	NCIT:R108	biolink:has_phenotype			
narrow	NCIT:R89	biolink:has_phenotype			
narrow	DOID-PROPERTY:has_symptom	biolink:has_phenotype			
narrow	RO:0004022	biolink:has_phenotype			
exact	BFO:0000066	biolink:occurs_in			
exact	PathWhiz:has_location	biolink:occurs_in			
exact	SNOMED:occurs_in	biolink:occurs_in			
close	BFO:0000067	biolink:occurs_in			
close	SNOMED:has_occurrence	biolink:occurs_in			
close	UBERON:site_of	biolink:occurs_in			
narrow	UBERON_CORE:site_of	biolink:occurs_in			
narrow	SEMMEDDB:PROCESS_OF	biolink:occurs_in			
narrow	SNOMED:has_procedure_site	biolink:occurs_in			
narrow	SEMMEDDB:OCCURS_IN	biolink:occurs_in			
narrow	LOINC:has_imaged_location	biolink:occurs_in			
narrow	RO:0002231	biolink:occurs_in			
narrow	SNOMED:has_direct_procedure_site	biolink:occurs_in			
narrow	RO:0002232	biolink:occurs_in			
narrow	PathWhiz:in_species	biolink:occurs_in			
narrow	SNOMED:has_direct_site	biolink:occurs_in			
exact	RO:0001025	biolink:located_in			
exact	FMA:has_location	biolink:located_in			
narrow	BSPO:0015101	biolink:located_in			
narrow	LOINC:has_imaging_focus	biolink:located_in			
narrow	HMDB:at_tissue	biolink:located_in			
narrow	NCIT:R169	biolink:located_in			
narrow	BSPO:0000108	biolink:located_in			
narrow	BSPO:0001101	biolink:located_in			
narrow	UBERON_CORE:in_central_side_of	biolink:located_in			
narrow	NCIT:R40	biolink:located_in			
narrow	NCIT:R170	biolink:located_in			
narrow	HMDB:in_biospecimen	biolink:located_in			
narrow	BSPO:0001100	biolink:located_in			
narrow	RO:0002303	biolink:located_in			
narrow	NCIT:R167	biolink:located_in			
narrow	UBERON_CORE:in_outermost_side_of	biolink:located_in			
narrow	EFO:0000784	biolink:located_in			
narrow	NCIT:R165	biolink:located_in			
narrow	BSPO:0000107	biolink:located_in			
narrow	GOREL:0001004	biolink:located_in			
narrow	NCIT:R145	biolink:located_in			
narrow	NCIT:R166	biolink:located_in			
narrow	UBERON_CORE:in_innermost_side_of	biolink:located_in			
narrow	BSPO:0000125	biolink:located_in			
narrow	NCIT:R155	biolink:located_in			
narrow	BSPO:0000121	biolink:located_in			
narrow	HMDB:at_cellular_location	biolink:located_in			
narrow	BSPO:0000126	biolink:located_in			
narrow	FMA:has_location	biolink:located_in			
narrow	BSPO:0000120	biolink:located_in			
narrow	NCIT:R168	biolink:located_in			
narrow	NCIT:R100	biolink:located_in			
narrow	BSPO:0001107	biolink:located_in			
narrow	BSPO:0000124	biolink:located_in			
narrow	BSPO:0015102	biolink:located_in			
narrow	BSPO:0000123	biolink:located_in			
narrow	NCIT:R156	biolink:located_in			
narrow	SNOMED:has_inherent_location	biolink:located_in			
narrow	SNOMED:has_indirect_procedure_site	biolink:located_in			
narrow	SNOMED:has_finding_site	biolink:located_in			
narrow	BSPO:0000122	biolink:located_in			
narrow	BSPO:0015202	biolink:located_in			
narrow	NCIT:R171	biolink:located_in			
exact	RO:0001015	biolink:location_of			
exact	SEMMEDDB:LOCATION_OF	biolink:location_of			
exact	WIKIDATA_PROPERTY:P276	biolink:location_of			
exact	FMA:location_of	biolink:location_of			
narrow	SNOMED:inherent_location_of	biolink:location_of			
narrow	NCIT:Anatomic_Structure_Has_Location_Role	biolink:location_of			
exact	RO:0004026	biolink:disease_has_location			
exact	MONDO:disease_has_location	biolink:disease_has_location			
exact	RO:HOM0000000	biolink:similar_to			
exact	SO:similar_to	biolink:similar_to			
narrow	NCIT:has_salt_form	biolink:chemically_similar_to			
narrow	CHEBI:is_tautomer_of	biolink:chemically_similar_to			
narrow	CHEBI:is_enantiomer_of	biolink:chemically_similar_to			
narrow	CHEBI:has_functional_parent	biolink:chemically_similar_to			
narrow	CHEBI:is_conjugate_base_of	biolink:chemically_similar_to			
narrow	CHEBI:is_conjugate_acid_of	biolink:chemically_similar_to			
narrow	CHEBI:has_parent_hydride	biolink:chemically_similar_to			
exact	faldo:location	biolink:has_sequence_location			
exact	RO:0003301	biolink:model_of			
narrow	FOODON:00001301	biolink:model_of			
exact	RO:0002131	biolink:overlaps			
narrow	BSPO:0005001	biolink:overlaps			
narrow	RO:0002100	biolink:overlaps			
narrow	CHEMBL.MECHANISM:overlaps_with	biolink:overlaps			
narrow	RO:0002433	biolink:overlaps			
narrow	RO:0002102	biolink:overlaps			
exact	BFO:0000051	biolink:has_part			
exact	WIKIDATA_PROPERTY:P527	biolink:has_part			
exact	RO:0001019	biolink:has_part			
exact	BFO:0000055	biolink:has_part			
exact	RXNORM:consists_of	biolink:has_part			
exact	RXNORM:has_part	biolink:has_part			
broad	RO:0001019	biolink:has_part			
broad	FMA:contains	biolink:has_part			
broad	RXNORM:contains	biolink:has_part			
narrow	BFO:0000117	biolink:has_part			
narrow	MEDDRA:has_member	biolink:has_part			
narrow	FMA:has_constitutional_part	biolink:has_part			
narrow	FMA:has_part	biolink:has_part			
narrow	LOINC:has_member	biolink:has_part			
narrow	SNOMED:has_component	biolink:has_part			
narrow	FOODON:00002420	biolink:has_part			
narrow	NCIT:complex_has_physical_part	biolink:has_part			
narrow	RO:0002104	biolink:has_part			
narrow	FOODON:00001563	biolink:has_part			
narrow	RO:0002351	biolink:has_part			
narrow	RXNORM:has_ingredient	biolink:has_part			
narrow	UMLS:has_component	biolink:has_part			
narrow	RO:0002524	biolink:has_part			
narrow	RO:0002473	biolink:has_part			
narrow	NCIT:R50	biolink:has_part			
narrow	MONDO:disease_has_major_feature	biolink:has_part			
narrow	PathWhiz:has_protein_in_complex	biolink:has_part			
narrow	NDDF:has_ingredient	biolink:has_part			
narrow	RO:0002551	biolink:has_part			
narrow	RO:0002180	biolink:has_part			
narrow	FMA:has_member	biolink:has_part			
narrow	LOINC:has_component	biolink:has_part			
narrow	PathWhiz:has_element_in_bound	biolink:has_part			
exact	RO:0002104	biolink:has_plasma_membrane_part			
exact	RO:0002473	biolink:composed_primarily_of			
exact	RXNORM:constitutes	biolink:part_of			
exact	SEMMEDDB:PART_OF	biolink:part_of			
exact	BFO:0000050	biolink:part_of			
exact	FMA:part_of	biolink:part_of			
exact	RXNORM:part_of	biolink:part_of			
exact	WIKIDATA_PROPERTY:P361	biolink:part_of			
broad	RO:0001018	biolink:part_of			
broad	FMA:contained_in	biolink:part_of			
broad	RXNORM:contained_in	biolink:part_of			
narrow	UBERON_CORE:layer_part_of	biolink:part_of			
narrow	RXNORM:ingredients_of	biolink:part_of			
narrow	UBERON:subdivision_of	biolink:part_of			
narrow	RO:0002380	biolink:part_of			
narrow	NCIT:is_component_of_chemotherapy_regimen	biolink:part_of			
narrow	MEDDRA:member_of	biolink:part_of			
narrow	NCIT:R27	biolink:part_of			
narrow	BSPO:0001108	biolink:part_of			
narrow	RO:0002007	biolink:part_of			
narrow	RO:0002572	biolink:part_of			
narrow	NCIT:R82	biolink:part_of			
narrow	UMLS:component_of	biolink:part_of			
narrow	BSPO:0001113	biolink:part_of			
narrow	BSPO:0001115	biolink:part_of			
narrow	RO:0002576	biolink:part_of			
narrow	SNOMED:precise_active_ingredient_of	biolink:part_of			
narrow	FMA:member_of	biolink:part_of			
narrow	NDDF:ingredient_of	biolink:part_of			
narrow	RO:0002571	biolink:part_of			
narrow	DRUGBANK:component_of	biolink:part_of			
narrow	SNOMED:part_anatomy_structure_of	biolink:part_of			
narrow	FMA:regional_part_of	biolink:part_of			
narrow	LOINC:has_supersystem	biolink:part_of			
narrow	CPT:panel_element_of	biolink:part_of			
narrow	UBERON_CORE:subdivision_of	biolink:part_of			
narrow	SNOMED:direct_substance_of	biolink:part_of			
narrow	BSPO:0001106	biolink:part_of			
narrow	RO:0002350	biolink:part_of			
narrow	SNOMED:has_dependent	biolink:part_of			
narrow	CHEBI:is_substituent_group_from	biolink:part_of			
narrow	SNOMED:focus_of	biolink:part_of			
narrow	SNOMED:during	biolink:part_of			
narrow	UBERON_CORE:trunk_part_of	biolink:part_of			
narrow	SNOMED:basis_of_strength_substance_of	biolink:part_of			
narrow	VANDF:ingredient_of	biolink:part_of			
narrow	RXNORM:ingredient_of	biolink:part_of			
narrow	FMA:related_developmental_entity_of	biolink:part_of			
narrow	FMA:constitutional_part_of	biolink:part_of			
narrow	LOINC:multipart_of	biolink:part_of			
narrow	LOINC:member_of	biolink:part_of			
narrow	MONDO:part_of_progression_of_disease	biolink:part_of			
narrow	RXNORM:precise_ingredient_of	biolink:part_of			
narrow	UMLS:owning_subsection_of	biolink:part_of			
narrow	RO:0002376	biolink:part_of			
narrow	SNOMED:component_of	biolink:part_of			
narrow	LOINC:component_of	biolink:part_of			
narrow	UMLS:has_owning_affiliate	biolink:part_of			
narrow	SNOMED:active_ingredient_of	biolink:part_of			
narrow	CPT:panel_element_of_possibly_included	biolink:part_of			
exact	RO:0002233	biolink:has_input			
exact	SEMMEDDB:USES	biolink:has_input			
narrow	SNOMED:uses_device	biolink:has_input			
narrow	LOINC:has_fragments_for_synonyms	biolink:has_input			
narrow	SNOMED:has_finding_method	biolink:has_input			
narrow	SNOMED:uses_access_device	biolink:has_input			
narrow	PathWhiz:has_left_element	biolink:has_input			
narrow	SNOMED:uses_substance	biolink:has_input			
narrow	LOINC:has_system	biolink:has_input			
narrow	SNOMED:uses_energy	biolink:has_input			
narrow	RO:0004009	biolink:has_input			
narrow	RO:0002590	biolink:has_input			
narrow	SNOMED:has_precondition	biolink:has_input			
narrow	SNOMED:has_specimen_source_identity	biolink:has_input			
narrow	SNOMED:has_specimen_substance	biolink:has_input			
exact	RO:0002352	biolink:is_input_of			
exact	RO:0002234	biolink:has_output			
narrow	PathWhiz:has_right_element	biolink:has_output			
narrow	NCIT:R31	biolink:has_output			
narrow	RO:0002299	biolink:has_output			
narrow	OBI:0000299	biolink:has_output			
narrow	RO:0002298	biolink:has_output			
narrow	RO:0002297	biolink:has_output			
narrow	RO:0002296	biolink:has_output			
narrow	RO:0004008	biolink:has_output			
narrow	RO:0002588	biolink:has_output			
exact	RO:0002353	biolink:is_output_of			
narrow	RO:0002354	biolink:is_output_of			
exact	RO:0000057	biolink:has_participant			
exact	RO:has_participant	biolink:has_participant			
close	WIKIDATA_PROPERTY:P2283	biolink:has_participant			
narrow	PathWhiz:has_protein	biolink:has_participant			
narrow	BFO:0000167	biolink:has_participant			
narrow	SNOMED:has_recipient_category	biolink:has_participant			
narrow	PathWhiz:has_element_collection	biolink:has_participant			
narrow	RO:0004021	biolink:has_participant			
narrow	PathWhiz:has_nucleic_acid	biolink:has_participant			
narrow	RO:0004020	biolink:has_participant			
narrow	PathWhiz:has_enzyme	biolink:has_participant			
narrow	RO:0002565	biolink:has_participant			
narrow	NBO-PROPERTY:has_participant	biolink:has_participant			
narrow	PathWhiz:has_bound	biolink:has_participant			
narrow	SNOMED:has_indirect_device	biolink:has_participant			
narrow	NCIT:process_involves_gene	biolink:has_participant			
narrow	SNOMED:has_procedure_device	biolink:has_participant			
narrow	PathWhiz:has_compound	biolink:has_participant			
narrow	OBI:0000293	biolink:has_participant			
narrow	RO:0004007	biolink:has_participant			
narrow	LOINC:has_subject	biolink:has_participant			
narrow	PathWhiz:has_reaction	biolink:has_participant			
exact	RO:0002327	biolink:catalyzes			
exact	RO:0000056	biolink:participates_in			
exact	BFO:0000056	biolink:participates_in			
narrow	HMDB:in_pathway	biolink:participates_in			
narrow	NCIT:R53	biolink:participates_in			
narrow	LOINC:is_given_pharmaceutical_substance_for	biolink:participates_in			
narrow	NCIT:R130	biolink:participates_in			
narrow	RO:0002505	biolink:participates_in			
narrow	NCIT:R51	biolink:participates_in			
narrow	NCIT:R131	biolink:participates_in			
narrow	DRUGBANK:pathway	biolink:participates_in			
narrow	OBI:0000295	biolink:participates_in			
narrow	SNOMED:has_direct_device	biolink:participates_in			
narrow	NCIT:R37	biolink:participates_in			
narrow	RO:0002216	biolink:participates_in			
exact	RO:0002331	biolink:actively_involved_in			
narrow	orphanet:317349	biolink:actively_involved_in			
narrow	RO:0002503	biolink:actively_involved_in			
narrow	orphanet:317348	biolink:actively_involved_in			
narrow	NBO-PROPERTY:by_means	biolink:actively_involved_in			
narrow	orphanet:327767	biolink:actively_involved_in			
exact	RO:0002215	biolink:capable_of			
narrow	NCIT:R52	biolink:capable_of			
narrow	RO:0002500	biolink:capable_of			
exact	RO:0002327	biolink:enables			
exact	RO:0002333	biolink:enabled_by			
exact	RO:0001001	biolink:derives_into			
exact	SEMMEDDB:CONVERTS_TO	biolink:derives_into			
exact	FMA:derives	biolink:derives_into			
exact	RO:0001000	biolink:derives_from			
exact	FMA:derives_from	biolink:derives_from			
exact	DOID-PROPERTY:derives_from	biolink:derives_from			
narrow	CHEBI:has_functional_parent	biolink:derives_from			
narrow	SNOMED:has_specimen_source_topography	biolink:derives_from			
exact	CHEBI:25212	biolink:is_metabolite_of			
exact	CHEBI:25212	biolink:has_metabolite			
exact	WIKIDATA:Q181394	biolink:has_nutrient			
exact	SEMMEDDB:MANIFESTATION_OF	biolink:manifestation_of			
exact	OMIM:manifestation_of	biolink:manifestation_of			
broad	WIKIDATA_PROPERTY:P1557	biolink:manifestation_of			
narrow	SNOMED:has_definitional_manifestation	biolink:manifestation_of			
exact	RO:0003000	biolink:produces			
exact	WIKIDATA_PROPERTY:P1056	biolink:produces			
exact	SEMMEDDB:PRODUCES	biolink:produces			
narrow	NCIT:R29	biolink:produces			
narrow	SNOMED:has_process_output	biolink:produces			
narrow	SNOMED:specimen_procedure_of	biolink:produces			
exact	RO:0003001	biolink:produced_by			
narrow	RO:0004009	biolink:consumes			
exact	SNOMED:temporally_related_to	biolink:temporally_related_to			
narrow	RO:0002224	biolink:temporally_related_to			
narrow	RO:0002092	biolink:temporally_related_to			
narrow	RO:0002492	biolink:temporally_related_to			
narrow	RO:0002488	biolink:temporally_related_to			
narrow	RO:0002093	biolink:temporally_related_to			
narrow	RO:0002230	biolink:temporally_related_to			
narrow	RO:0002223	biolink:temporally_related_to			
narrow	RO:0002083	biolink:temporally_related_to			
narrow	RO:0002493	biolink:temporally_related_to			
narrow	RO:0002229	biolink:temporally_related_to			
narrow	RO:0002496	biolink:temporally_related_to			
narrow	RO:0002082	biolink:temporally_related_to			
narrow	RO:0002497	biolink:temporally_related_to			
narrow	RO:0002489	biolink:temporally_related_to			
exact	BFO:0000063	biolink:precedes			
exact	SEMMEDDB:PRECEDES	biolink:precedes			
exact	SNOMED:occurs_before	biolink:precedes			
close	RO:0002263	biolink:precedes			
close	RO:0002264	biolink:precedes			
broad	WIKIDATA_PROPERTY:P156	biolink:precedes			
narrow	FMA:transforms_into	biolink:precedes			
narrow	RO:0002090	biolink:precedes			
narrow	RO:0002411	biolink:precedes			
narrow	RO:0002412	biolink:precedes			
exact	BFO:0000062	biolink:preceded_by			
broad	GENEPIO:0001739	biolink:preceded_by			
narrow	FMA:transforms_from	biolink:preceded_by			
narrow	RO:0002087	biolink:preceded_by			
narrow	RO:0002285	biolink:preceded_by			
exact	GENO:0000382	biolink:has_variant_part			
exact	GENO:0000790	biolink:related_condition			
narrow	WIKIDATA:P3433	biolink:is_sequence_variant_of			
exact	SO:0001583	biolink:is_missense_variant_of			
exact	SO:0001819	biolink:is_synonymous_variant_of			
broad	SO:0002054	biolink:is_nonsense_variant_of			
exact	SO:0001589	biolink:is_frameshift_variant_of			
exact	SO:0001629	biolink:is_splice_site_variant_of			
narrow	MONDO:disease_has_basis_in_development_of	biolink:disease_has_basis_in			
narrow	MONDO:disease_has_basis_in_accumulation_of	biolink:disease_has_basis_in			
exact	NCIT:C2861	biolink:has_side_effect			
exact	NCIT:C37933	biolink:contraindicated_for			
exact	CL:has_not_completed	biolink:has_not_completed			
exact	CL:has_completed	biolink:has_completed			
exact	NCIT:C16798	biolink:in_linkage_disequilibrium_with			
